tag mll pt1 eta1 pt2 eta2 pt3 eta3 pt4 eta4 met
e 12.0702153814 35.4809 0.405442 19.9996 0.13691 NA NA NA NA 343.772
g 127.399167238 74.3973 1.17504 52.079 0.637821 NA NA NA NA 481.84
e 89.328026896 45.3815 1.82387 38.7557 1.09777 NA NA NA NA 558.848
e 98.2662630711 43.2815 0.729518 47.5033 1.54637 NA NA NA NA 556.959
m 89.7751630184 46.2402 0.937944 43.2469 0.753074 NA NA NA NA 490.156
m 90.9039644552 99.6937 0.330002 67.9971 0.78882 NA NA NA NA 489.786
e 90.8994305425 59.3954 1.3122 42.8783 0.0803039 NA NA NA NA 533.824
m 95.7076098047 43.4794 1.64899 37.1951 0.434761 NA NA NA NA 691.416
g 126.499680581 61.8435 0.44876 31.0637 1.3745 NA NA NA NA 326.018
e 89.96654637 44.3152 1.08899 41.4088 0.453344 NA NA NA NA 328.902
m 84.6300229375 44.3112 0.85649 36.1568 1.5304 NA NA NA NA 326.439
m 96.3742320641 47.3067 0.515388 36.3102 1.68466 NA NA NA NA 471.244
g 157.132833858 80.304 2.15944 76.1526 1.95478 NA NA NA NA 653.0
e 90.7941515943 58.3616 1.12467 29.1228 0.0448051 NA NA NA NA 542.444
e 8.1105328031 19.7474 0.751012 10.638 0.541815 NA NA NA NA 224.768
m 87.2641082486 46.449 2.27177 44.1046 2.24842 NA NA NA NA 344.508
e 92.4480451046 32.7079 1.9631 31.3473 0.142719 NA NA NA NA 538.223
m 72.0506804 33.8361 0.527378 33.7471 1.25089 NA NA NA NA 590.98
m 93.0797031936 41.0744 0.703058 33.345 2.11123 NA NA NA NA 719.195
g 129.287201216 63.0691 0.392074 58.0679 1.12787 NA NA NA NA 466.762
e 90.9538578912 48.0982 0.231136 42.4377 0.0174716 NA NA NA NA 445.986
m 83.5433430655 61.4403 1.68805 23.7252 0.728792 NA NA NA NA 472.034
g 147.260733749 61.8069 0.651473 57.4815 0.822164 NA NA NA NA 468.998
m 89.7829021096 36.9608 0.2354 32.718 1.25624 NA NA NA NA 463.193
e 89.1849209052 39.2168 1.81541 33.6372 0.446477 NA NA NA NA 340.785
m 91.1722908761 46.3331 0.695694 44.5967 0.848931 NA NA NA NA 392.642
m 92.5815110965 49.9651 2.35926 42.7773 2.46396 NA NA NA NA 809.735
e 83.902552032 53.9025 1.05564 33.6063 0.972349 NA NA NA NA 734.402
m 67.6204975578 50.0726 0.40426 22.6603 0.600335 NA NA NA NA 313.341
g 109.089799812 58.8359 0.466118 49.3267 0.821741 NA NA NA NA 461.88
e 983.56857162 507.816 0.781039 458.087 0.274161 NA NA NA NA 1752.76
e 91.767463155 26.6645 2.00989 12.1801 1.16548 NA NA NA NA 315.291
m 1049.38199041 109.371 2.04307 105.803 2.49124 NA NA NA NA 462.242
m 91.4501305768 39.5698 0.383078 33.7087 1.01178 NA NA NA NA 444.374
g 129.822342318 62.7346 1.02142 40.3195 0.507706 NA NA NA NA 479.581
m 89.4767037956 26.2269 1.80048 21.8331 0.677595 NA NA NA NA 1034.02
m 89.7171535428 74.0368 1.64632 54.2897 1.57102 NA NA NA NA 527.499
m 89.0531423815 36.9958 0.0852762 32.2239 1.58456 NA NA NA NA 643.444
m 1022.85678385 500.781 0.0245108 494.956 0.490604 NA NA NA NA 93.0224
g 146.953567179 57.4995 0.163388 58.7184 1.27622 NA NA NA NA 686.691
e 112.992130294 49.8056 1.17498 46.6061 2.33442 NA NA NA NA 616.071
g 112.924121736 49.967 1.17004 46.3477 2.33178 NA NA NA NA 616.071
e 90.7612105263 39.5877 2.31088 36.4108 1.07548 NA NA NA NA 574.155
m 93.2776850502 49.3488 1.34138 22.6947 0.391558 NA NA NA NA 681.011
e 90.5112312494 29.591 0.222358 24.2913 2.01003 NA NA NA NA 249.447
g 105.713499267 56.5151 2.03646 48.9893 1.825 NA NA NA NA 408.505
e 88.3647683391 28.2927 1.01712 27.7453 1.04904 NA NA NA NA 589.537
e 3.01673966224 17.3692 0.893758 16.104 1.06796 NA NA NA NA 435.4
g 114.891436721 54.0775 0.336567 52.8041 1.11586 NA NA NA NA 480.703
e 87.7184323047 47.6196 0.750072 38.8817 0.344477 NA NA NA NA 386.835
e 82.944000729 51.9098 0.739636 30.4338 0.241157 NA NA NA NA 468.065
g 139.791631435 56.0075 0.081676 43.436 1.68686 NA NA NA NA 370.903
m 91.0998720367 42.0283 0.887024 38.3491 1.91472 NA NA NA NA 328.451
e 90.1929815552 44.2598 1.24227 39.3793 0.445443 NA NA NA NA 644.285
m 93.6090311292 43.8595 0.41638 37.6443 1.5054 NA NA NA NA 613.823
m 92.2881164794 168.258 0.621518 75.7712 0.138784 NA NA NA NA 1276.53
m 102.538411612 53.9368 0.396115 48.6263 0.302315 NA NA NA NA 220.744
e 1204.00017073 523.025 1.01153 496.448 0.180888 NA NA NA NA 1216.89
m 89.1187047716 40.1433 0.390731 37.6028 1.73735 NA NA NA NA 961.717
e 92.3104353083 65.8555 0.871372 31.6576 1.22109 NA NA NA NA 577.808
e 86.5669408733 38.5159 1.82867 32.3082 0.503849 NA NA NA NA 474.486
e 91.4171678883 52.5708 0.957879 40.4855 1.04472 NA NA NA NA 898.307
e 9.3769601334 21.9202 0.113091 11.8495 0.503764 NA NA NA NA 481.261
e 95.3325776551 54.1046 2.21144 42.0628 2.30108 NA NA NA NA 277.864
e 3.13712708929 20.9461 0.020789 13.9108 0.204137 NA NA NA NA 264.731
e 87.3068575085 37.4622 0.249035 36.2979 1.00112 NA NA NA NA 302.32
e 91.5113316719 48.843 0.166512 41.5415 0.188484 NA NA NA NA 246.154
m 9.45861872361 23.9113 1.59489 22.5374 1.27209 NA NA NA NA 472.531
e 83.5789766382 56.1239 0.687341 30.7934 1.01624 NA NA NA NA 659.824
e 86.4871942007 39.4442 1.97867 39.1219 1.08668 NA NA NA NA 499.931
g 115.846892028 80.648 2.13399 41.2937 2.32624 NA NA NA NA 609.218
g 127.189357619 127.972 0.613787 37.2019 1.02738 NA NA NA NA 1692.78
g 126.098496554 82.9711 0.037584 56.11 0.100573 NA NA NA NA 510.348
g 113.463810941 63.7582 2.38845 50.6532 2.37025 NA NA NA NA 563.123
e 88.0880914036 43.942 1.03534 33.6938 0.0620611 NA NA NA NA 371.568
g 105.043790922 44.9208 2.15071 38.6839 0.73614 NA NA NA NA 428.228
m 92.7734237669 48.17 2.45442 43.5046 2.12015 NA NA NA NA 257.645
m 72.2770718044 39.4778 0.492129 27.1323 1.48559 NA NA NA NA 577.654
g 134.405805786 84.0208 0.521108 31.158 1.63777 NA NA NA NA 1164.5
m 83.0520811501 44.3696 0.913781 38.2908 0.590562 NA NA NA NA 444.602
e 89.9081380815 40.0187 2.02001 38.5589 0.950638 NA NA NA NA 358.785
g 143.466249915 81.6715 0.121213 63.4986 0.365174 NA NA NA NA 528.826
e 108.227427285 65.5468 0.867507 40.7027 1.50193 NA NA NA NA 352.137
g 107.201212587 64.8067 0.863583 40.7157 1.49671 NA NA NA NA 352.137
m 85.2257701698 44.8255 2.079 32.7164 1.12715 NA NA NA NA 372.171
e 96.2307420012 43.7883 2.46768 30.6385 0.911215 NA NA NA NA 289.014
e 90.5605940443 48.2129 0.893748 42.2914 0.175549 NA NA NA NA 481.183
g 104.837212185 54.9216 0.933726 50.0594 0.54101 NA NA NA NA 702.326
g 143.228934188 89.6558 0.70932 56.8021 0.523521 NA NA NA NA 478.162
m 967.343374889 296.099 1.55463 276.813 0.676406 NA NA NA NA 337.853
g 102.970194666 69.6406 0.767369 32.2235 0.859658 NA NA NA NA 466.436
e 90.1622481993 33.2442 0.636191 40.6183 0.730393 NA NA NA NA 324.927
g 155.368508118 43.2501 0.641751 32.1085 2.08828 NA NA NA NA 368.221
m 82.3518792685 35.368 0.494189 31.3865 0.856067 NA NA NA NA 391.104
e 78.5171807626 95.5325 0.838098 33.8959 0.602405 NA NA NA NA 624.584
e 89.2432390034 74.9986 1.11683 26.9566 1.7616 NA NA NA NA 480.232
g 127.18313923 41.1454 0.713711 39.9224 1.33014 NA NA NA NA 504.456
m 95.1774844993 51.369 2.09791 42.5644 2.5171 NA NA NA NA 666.847
e 66.9571511806 31.8197 1.00122 26.8676 2.08757 NA NA NA NA 333.879
e 83.5094952948 39.8825 1.05389 33.8928 0.0204248 NA NA NA NA 479.693
m 906.351380504 357.914 0.801836 347.774 2.27684 NA NA NA NA 172.905
m 93.8444943733 42.5303 1.13534 31.2108 0.544773 NA NA NA NA 360.902
g 116.726737368 58.3039 0.173312 50.5232 0.964069 NA NA NA NA 509.601
g 106.180592932 56.0246 1.03395 32.722 0.433306 NA NA NA NA 434.735
g 105.958409162 75.4231 1.12632 50.1959 1.83341 NA NA NA NA 523.032
g 127.336159092 63.1851 1.81453 51.1648 0.845178 NA NA NA NA 406.503
g 103.531525036 59.5625 0.22629 44.544 0.00218471 NA NA NA NA 570.715
m 10.5927078859 22.1675 1.10258 21.1455 1.27723 NA NA NA NA 304.941
m 90.0879108748 60.0744 1.33334 25.4674 0.216093 NA NA NA NA 376.392
e 9.58112377659 24.4481 1.05657 13.5205 0.77841 NA NA NA NA 515.379
e 90.4141497145 47.2256 1.97467 43.2991 1.96221 NA NA NA NA 378.68
m 86.5202864715 89.0377 2.12866 20.5532 2.42916 NA NA NA NA 423.136
e 9.65091114311 22.5723 1.10945 10.988 0.511247 NA NA NA NA 462.806
m 93.8644017686 44.5015 0.11674 36.1318 1.11678 NA NA NA NA 855.688
m 84.3512753837 43.4835 1.58625 40.6487 1.76157 NA NA NA NA 637.823
m 87.8939521833 46.2693 1.48306 40.9533 1.98732 NA NA NA NA 363.162
g 115.291521462 71.861 1.7023 42.9163 1.05409 NA NA NA NA 554.195
e 67.6547140789 35.7686 0.747921 27.5212 1.5338 NA NA NA NA 570.197
g 132.806913344 67.7591 0.866231 63.7479 1.15391 NA NA NA NA 226.801
m 89.448962101 51.9228 0.187269 37.6146 0.123676 NA NA NA NA 668.438
g 103.138090062 40.7679 1.85003 40.4472 0.370087 NA NA NA NA 778.713
m 99.2789095852 54.8873 1.93873 43.412 2.34033 NA NA NA NA 475.425
e 3.00992313105 30.7952 0.135356 17.0629 0.0218342 NA NA NA NA 356.231
m 102.702450027 50.4425 0.716444 49.7003 0.264367 NA NA NA NA 415.94
e 91.1463904301 42.6881 2.26074 27.4163 0.589231 NA NA NA NA 351.809
e 97.0838504839 44.3334 0.496958 44.4631 0.360808 NA NA NA NA 371.999
m 2.63381635579 21.1159 1.25676 20.4138 1.16949 NA NA NA NA 474.077
g 160.565749641 71.4148 0.59482 68.8544 0.480035 NA NA NA NA 834.774
m 87.527790174 49.1968 0.78055 23.9845 2.29729 NA NA NA NA 961.961
e 88.731976958 46.3822 1.15287 40.6886 1.56834 NA NA NA NA 266.103
g 120.9236448 80.4466 0.196114 36.7417 0.863294 NA NA NA NA 539.253
m 102.544402288 54.6519 0.494214 47.3666 0.867952 NA NA NA NA 546.5
e 87.7379368739 36.6497 0.306985 35.3649 1.60866 NA NA NA NA 242.458
g 102.784299043 38.6444 0.207413 43.3447 1.19905 NA NA NA NA 418.946
e 8.50621038736 26.5086 0.684949 12.9755 0.532483 NA NA NA NA 449.07
m 98.9763308578 45.2298 1.1927 43.3153 2.19526 NA NA NA NA 992.895
m 977.425444937 430.944 0.915168 383.916 0.334886 NA NA NA NA 234.644
m 91.2795705421 33.9359 0.210841 27.4674 2.16284 NA NA NA NA 425.329
m 88.7255037844 51.0409 0.833554 37.2622 1.2518 NA NA NA NA 257.704
g 107.715641643 66.2107 0.547134 33.3038 0.532174 NA NA NA NA 505.711
m 796.005738618 191.85 1.53705 110.799 1.78725 NA NA NA NA 511.601
m 3.14320992527 31.469 0.513459 20.3078 0.620685 NA NA NA NA 730.864
e 86.8047473305 38.2135 0.97057 34.4347 2.20553 NA NA NA NA 636.297
e 92.1538541291 42.36 0.533256 45.2527 1.17825 NA NA NA NA 384.847
g 102.31931541 49.3973 0.482936 34.2382 1.86789 NA NA NA NA 601.928
g 144.380581981 60.1836 1.63931 58.8808 0.174446 NA NA NA NA 642.981
e 8.91863708425 41.9441 0.648691 28.4426 0.393482 NA NA NA NA 367.184
e 3.10370276316 27.829 0.348318 10.2485 0.512737 NA NA NA NA 480.718
e 87.5371294081 43.1619 1.83792 39.904 1.13796 NA NA NA NA 343.182
e 88.7058380912 36.5745 0.284735 35.9057 1.02991 NA NA NA NA 593.512
g 108.105528156 47.9724 0.830739 42.8856 2.05659 NA NA NA NA 390.341
g 102.345441498 54.2926 1.2221 32.3242 0.0861309 NA NA NA NA 438.356
m 1045.82807793 235.906 1.90895 219.457 1.0394 NA NA NA NA 299.37
g 136.041750435 143.416 0.064841 30.7593 0.503575 NA NA NA NA 519.937
e 92.4425106857 24.0508 1.90455 20.3386 0.876289 NA NA NA NA 289.557
e 146.212994523 41.1866 1.22303 36.1863 1.28376 NA NA NA NA 486.618
g 146.103894776 41.323 1.22206 36.2919 1.27541 NA NA NA NA 486.618
g 147.976395328 68.9169 0.828221 36.1332 1.06806 NA NA NA NA 685.071
e 96.4012209819 33.5484 2.04052 24.4022 0.242174 NA NA NA NA 584.293
e 89.3985898548 45.8718 1.94784 42.5307 2.25767 NA NA NA NA 348.209
e 8.41305739008 25.6127 1.64825 11.1545 1.30239 NA NA NA NA 332.95
g 144.277216309 95.0179 0.427352 51.2353 1.32145 NA NA NA NA 794.494
g 121.496795414 61.6968 0.382975 54.3528 0.446828 NA NA NA NA 367.791
e 91.2029067394 35.2304 0.0450317 21.6043 2.22797 NA NA NA NA 326.807
g 151.805358682 76.699 1.07953 75.2898 1.02815 NA NA NA NA 659.015
m 11.2232613037 42.5692 1.70519 21.7288 2.04761 NA NA NA NA 473.891
m 2.87741737273 30.2237 1.83664 22.5924 1.93978 NA NA NA NA 789.779
g 119.377341234 40.5628 0.35505 39.7268 2.25791 NA NA NA NA 339.254
m 84.7325502647 31.4929 0.626735 30.8664 2.27436 NA NA NA NA 354.302
e 88.152247981 46.8708 1.98261 30.6709 0.694698 NA NA NA NA 620.341
m 90.6516870905 34.8329 2.39385 25.4313 0.286863 NA NA NA NA 504.874
e 82.369190388 49.5575 0.5511 18.0498 1.28574 NA NA NA NA 513.964
e 79.3342538301 46.5035 0.911583 33.0314 1.23089 NA NA NA NA 753.741
m 945.627110667 488.474 0.359103 467.901 0.271761 NA NA NA NA 620.782
g 129.678779602 57.2249 0.0941526 30.9176 1.90435 NA NA NA NA 437.634
g 119.129585885 54.3053 1.17816 41.6807 0.213482 NA NA NA NA 415.717
e 97.432955194 50.9714 0.428646 46.4737 0.843453 NA NA NA NA 335.723
m 2.52921703211 34.8924 0.604819 22.3764 0.646663 NA NA NA NA 835.126
e 11.4199530566 38.921 0.686403 14.5646 0.301325 NA NA NA NA 723.104
g 116.964757534 40.8703 0.0727391 32.7326 2.02347 NA NA NA NA 731.173
e 87.3546935564 43.1333 0.312005 38.6615 1.08828 NA NA NA NA 483.134
e 94.7895663274 24.4767 1.58373 18.01 1.32537 NA NA NA NA 280.136
e 92.6520357233 52.9872 2.13211 38.8176 1.71002 NA NA NA NA 449.592
g 153.734776016 86.2022 1.67444 51.9409 0.522098 NA NA NA NA 662.639
g 152.112589658 87.4604 0.574242 62.949 0.0419732 NA NA NA NA 447.375
g 101.903724779 65.211 0.890876 31.605 0.111892 NA NA NA NA 727.322
m 2.99748085496 27.9543 1.57042 24.0947 1.45545 NA NA NA NA 807.395
g 102.268427896 59.2237 2.0044 44.6475 2.06041 NA NA NA NA 598.336
g 105.919189606 61.0818 0.620619 47.6407 1.68563 NA NA NA NA 387.367
m 92.6655379171 43.6507 2.41499 25.5739 0.704337 NA NA NA NA 449.507
m 9.04325370991 38.2173 0.669875 22.0504 0.364849 NA NA NA NA 723.129
m 94.6389064153 46.5558 2.42814 46.2263 2.02804 NA NA NA NA 457.573
m 85.0963520782 42.6606 2.00588 40.424 2.47037 NA NA NA NA 683.718
e 95.6247902725 49.4669 0.886927 45.6941 1.10365 NA NA NA NA 651.22
m 95.6745791681 34.0914 2.25685 32.3186 0.427611 NA NA NA NA 606.223
g 120.76008282 61.0228 0.373242 51.1721 1.18155 NA NA NA NA 285.451
m 9.25561767176 38.5076 1.92788 22.8225 1.62439 NA NA NA NA 270.524
g 140.800437881 65.6441 1.97295 64.2125 1.0827 NA NA NA NA 530.81
e 79.5551099761 31.4058 2.45445 31.529 1.02969 NA NA NA NA 409.561
e 3.03843988022 24.1426 0.775052 12.3667 0.935442 NA NA NA NA 584.988
g 140.076134498 74.7259 1.84188 64.8154 2.07103 NA NA NA NA 403.28
g 104.249038036 44.4893 1.74423 30.8216 0.0258753 NA NA NA NA 457.734
e 83.5232667123 50.9582 1.1994 35.082 1.05839 NA NA NA NA 541.799
g 139.643517363 58.6151 0.537765 51.0275 0.924416 NA NA NA NA 536.142
m 90.456378959 80.8273 1.11187 26.8533 0.667992 NA NA NA NA 570.017
g 122.474251381 62.2446 1.61179 47.3012 0.600027 NA NA NA NA 583.347
m 920.762291019 381.957 0.352947 320.654 1.19747 NA NA NA NA 285.644
e 90.3039435289 56.0323 0.882313 37.8389 0.127766 NA NA NA NA 414.974
e 932.619694256 484.02 0.765177 382.391 0.0493472 NA NA NA NA 1509.73
m 81.4212675464 41.433 1.77138 39.4582 1.49277 NA NA NA NA 321.69
e 90.8870629421 46.7656 1.26711 43.5253 1.00719 NA NA NA NA 282.359
g 105.375569731 44.7607 1.18193 38.8526 0.284112 NA NA NA NA 464.812
e 86.7258358897 44.8964 0.817153 37.4863 1.54083 NA NA NA NA 409.989
m 90.6414676027 49.9211 2.27139 37.5156 1.65836 NA NA NA NA 429.896
g 117.171911206 66.0399 0.127413 40.9462 1.06542 NA NA NA NA 361.544
e 88.403179996 33.907 0.843079 30.6647 0.831201 NA NA NA NA 438.608
e 91.1197995285 47.7043 2.06792 40.6086 1.53733 NA NA NA NA 248.994
m 89.2471112487 28.9986 1.91228 27.5911 0.197562 NA NA NA NA 696.629
e 11.5102744283 27.2554 2.19658 12.408 2.46635 NA NA NA NA 393.536
g 101.720750963 56.4133 0.181063 46.1239 0.240679 NA NA NA NA 307.116
e 2.93287300898 26.6428 0.505184 10.37 0.38093 NA NA NA NA 360.514
g 133.244245567 51.1869 2.19123 47.8756 0.538428 NA NA NA NA 670.614
g 113.525371769 44.1822 0.458412 32.3319 1.92351 NA NA NA NA 768.42
e 92.4864821797 53.6693 1.95596 40.0913 2.17018 NA NA NA NA 208.241
m 89.7351315852 48.825 0.502363 40.4552 0.875757 NA NA NA NA 605.744
e 78.459358388 40.4759 2.44179 37.1353 2.11012 NA NA NA NA 348.181
g 132.342287313 72.7909 0.0570106 53.8336 1.23974 NA NA NA NA 600.636
m 86.7189310759 42.3374 0.0892985 35.1792 0.91285 NA NA NA NA 588.445
e 88.2677369511 47.2884 1.01713 41.1848 0.995055 NA NA NA NA 502.878
g 124.096170786 51.92 0.197302 48.3803 1.15662 NA NA NA NA 315.336
m 93.2187677727 53.2909 0.115624 39.2572 0.565064 NA NA NA NA 603.967
e 88.4819069664 36.5518 0.386659 32.3806 1.10661 NA NA NA NA 310.885
e 95.2458018005 62.3492 0.0589192 31.4184 0.855984 NA NA NA NA 269.852
g 137.060697678 96.2739 2.19787 41.6679 1.18327 NA NA NA NA 371.685
e 88.744161269 42.3651 2.00312 39.0228 1.15413 NA NA NA NA 305.227
e 68.0490856252 29.5211 0.852198 23.5939 0.636316 NA NA NA NA 334.908
m 91.8426650931 40.3807 0.101317 33.417 1.49924 NA NA NA NA 676.239
m 89.3501093626 41.0701 0.857325 40.8407 1.70466 NA NA NA NA 570.338
m 79.4534827544 22.8521 2.23643 20.9303 0.173384 NA NA NA NA 472.933
e 92.0211452765 78.2355 0.0678933 21.829 1.24828 NA NA NA NA 408.598
g 126.869048302 70.5202 0.16228 60.0703 0.265361 NA NA NA NA 631.599
e 90.2045515103 44.0616 0.781046 34.3477 0.339505 NA NA NA NA 625.775
e 85.6488441562 45.4202 1.04168 34.9363 1.81705 NA NA NA NA 339.612
m 90.5387219089 49.1139 1.37958 40.1223 0.936374 NA NA NA NA 579.767
g 109.098013242 72.4993 2.25492 40.3786 1.79024 NA NA NA NA 385.468
m 111.98379504 56.8303 0.106247 52.703 0.322985 NA NA NA NA 333.576
e 91.4466797595 47.6984 0.961921 42.9507 1.26064 NA NA NA NA 736.668
m 97.0996799216 50.224 1.62785 39.8849 2.49595 NA NA NA NA 456.895
m 3.08860672684 26.1938 0.699326 22.0699 0.811006 NA NA NA NA 545.279
e 86.3010789013 52.3716 2.2018 35.3441 2.36098 NA NA NA NA 326.454
g 103.961881311 50.4013 0.410004 41.843 0.680648 NA NA NA NA 235.773
g 148.439510585 67.6441 1.82318 60.8339 0.542218 NA NA NA NA 479.785
m 3.08502949254 22.9039 0.279374 21.1873 0.140544 NA NA NA NA 770.507
g 129.127834318 60.0314 0.304361 36.837 1.3771 NA NA NA NA 420.416
g 106.025075774 43.5263 0.215808 36.682 1.36089 NA NA NA NA 512.914
m 98.2565694703 50.5188 2.44019 29.3125 0.970761 NA NA NA NA 564.022
e 87.879825486 38.6463 0.64506 46.7444 1.17814 NA NA NA NA 266.014
m 90.4535695381 49.7794 1.45785 27.6418 0.0655229 NA NA NA NA 694.13
e 92.091969951 46.0549 0.901911 36.2084 0.0992607 NA NA NA NA 310.043
m 88.8187394488 41.3488 1.43363 39.398 2.33414 NA NA NA NA 489.637
g 134.832058827 48.3165 2.38941 44.7773 0.460977 NA NA NA NA 499.857
m 91.3744206007 31.9357 0.324548 25.1891 1.78668 NA NA NA NA 575.786
e 110.999181681 54.6013 1.32515 45.7064 2.27025 NA NA NA NA 431.418
g 111.135845461 54.9578 1.32359 45.4758 2.27014 NA NA NA NA 431.418
m 9.49187783971 34.0456 1.69203 24.796 1.90712 NA NA NA NA 479.66
e 94.6723652155 45.1249 0.531805 37.3801 0.566285 NA NA NA NA 512.279
g 127.803904874 59.6078 0.0542713 37.4443 1.73849 NA NA NA NA 374.58
e 92.976080532 45.8321 1.02204 46.363 0.723455 NA NA NA NA 343.01
e 1002.13791787 500.208 0.531026 495.148 0.764764 NA NA NA NA 1380.68
g 156.482923367 67.3036 0.205233 70.6589 1.23226 NA NA NA NA 605.09
e 90.9847372711 49.625 0.18176 36.6891 0.552693 NA NA NA NA 309.492
g 133.865472161 58.6403 1.84686 44.6999 0.196544 NA NA NA NA 826.743
e 1007.27494398 453.821 0.648008 398.037 0.567902 NA NA NA NA 1610.83
m 89.8522271005 39.363 0.235306 31.5191 1.21705 NA NA NA NA 675.155
g 118.662585753 59.4473 0.473245 53.0721 1.22795 NA NA NA NA 523.403
m 894.080821454 409.936 1.15991 356.123 0.00570036 NA NA NA NA 495.805
g 152.069322463 53.7487 0.80739 44.8904 1.201 NA NA NA NA 505.081
e 2.10728980747 30.4935 0.98586 13.0964 1.01025 NA NA NA NA 485.752
e 97.0741904703 46.5275 1.28037 44.7354 0.552398 NA NA NA NA 236.793
g 110.876539201 59.8811 1.25201 52.0647 1.26546 NA NA NA NA 553.769
g 153.165852288 131.33 0.327234 43.3764 0.701363 NA NA NA NA 431.446
e 89.1821828252 46.3955 0.0115601 39.7138 0.544815 NA NA NA NA 328.776
m 1039.0745429 579.305 0.939664 406.778 0.194161 NA NA NA NA 695.137
m 90.4310361537 44.1144 0.831059 42.0579 0.0776612 NA NA NA NA 281.581
m 1038.13317299 447.491 1.48808 444.533 0.355913 NA NA NA NA 697.534
g 107.343949774 66.0674 0.0612095 43.6305 0.099257 NA NA NA NA 896.785
e 93.5399809479 49.2956 0.712393 44.0912 0.888359 NA NA NA NA 438.136
m 90.4399229727 49.4234 0.401656 43.3233 0.43756 NA NA NA NA 416.221
g 136.729202913 70.1812 0.603792 66.7078 0.587332 NA NA NA NA 365.811
g 127.620210097 49.3812 1.05745 31.0258 1.09447 NA NA NA NA 1058.53
g 124.069909251 68.7839 0.22167 53.6956 0.73816 NA NA NA NA 451.949
m 87.1895475451 28.1936 0.188116 26.7281 1.88812 NA NA NA NA 282.981
e 94.5834731792 32.7358 1.69792 26.1441 0.426222 NA NA NA NA 249.988
g 107.369775847 64.3602 0.749197 45.9542 1.26752 NA NA NA NA 756.87
g 153.407860275 60.5098 0.368654 54.9852 1.21711 NA NA NA NA 386.095
g 103.321768943 52.7089 1.59891 51.4221 1.75067 NA NA NA NA 583.416
m 104.602764621 45.3653 1.02733 41.97 2.26789 NA NA NA NA 689.691
e 99.7023644525 45.9883 0.0694213 46.2164 0.878211 NA NA NA NA 634.366
g 106.045961987 49.8754 1.15424 51.4578 0.522669 NA NA NA NA 455.28
e 66.717047316 39.6055 2.32711 17.185 0.863904 NA NA NA NA 344.561
e 91.0514778396 51.2378 2.01714 30.4938 0.913842 NA NA NA NA 465.891
g 114.937045386 61.1865 2.10928 54.7521 2.19449 NA NA NA NA 347.953
m 85.8169425285 44.9357 0.372459 21.0695 1.64028 NA NA NA NA 597.81
e 89.4501394342 45.6257 0.540692 41.1314 0.028512 NA NA NA NA 386.897
g 131.381014893 55.7773 1.97106 52.9496 0.700124 NA NA NA NA 329.016
m 84.9433661142 32.2116 0.85587 31.2324 2.45949 NA NA NA NA 541.858
e 9.79217864616 45.1582 0.807758 18.2675 0.952447 NA NA NA NA 277.195
g 154.179177502 97.92 0.293046 53.667 0.433538 NA NA NA NA 361.99
g 99.8715155012 56.3896 0.880992 37.728 0.0502288 NA NA NA NA 529.503
m 69.1608002717 26.3868 1.70318 21.6148 0.143353 NA NA NA NA 629.459
g 130.08773001 67.4192 0.236151 51.8989 1.17599 NA NA NA NA 435.528
m 91.2367086924 32.0667 0.255141 31.6553 1.54239 NA NA NA NA 537.319
g 117.966757554 52.8021 0.417971 33.0287 1.73117 NA NA NA NA 747.523
m 90.2878823683 49.5719 0.349369 40.3008 0.0659653 NA NA NA NA 838.828
m 11.1482450787 52.5049 2.17024 20.3631 2.28156 NA NA NA NA 516.86
m 821.043317912 254.138 0.147234 184.595 2.36143 NA NA NA NA 628.528
g 144.072336863 60.1128 0.811608 47.6937 0.806466 NA NA NA NA 540.44
e 83.3451015058 37.1264 0.148794 43.0877 0.439615 NA NA NA NA 304.388
g 109.192332483 56.4126 2.20791 35.9961 0.868534 NA NA NA NA 238.472
g 113.04375701 56.2487 1.09218 56.1422 1.30773 NA NA NA NA 300.102
e 82.6712676753 37.8246 1.56047 32.3149 0.34919 NA NA NA NA 586.853
g 104.327293295 43.8352 2.04879 40.6886 0.70021 NA NA NA NA 415.413
e 121.118466289 59.2081 1.32983 61.2306 1.00999 NA NA NA NA 292.227
g 121.865792324 59.8949 1.3298 61.2752 1.01019 NA NA NA NA 292.227
e 92.2527360373 44.0339 2.2621 42.4373 0.783229 NA NA NA NA 473.796
e 93.921437579 38.0983 0.623129 29.6248 2.36678 NA NA NA NA 428.126
m 90.192124729 45.0121 0.821587 44.363 0.512361 NA NA NA NA 520.663
m 91.5706482925 48.2334 0.626719 42.9993 0.910966 NA NA NA NA 694.456
m 89.9619339896 44.8954 0.569049 40.8676 1.21713 NA NA NA NA 605.749
m 89.7130356616 81.1548 0.600149 32.1678 0.51653 NA NA NA NA 547.435
g 100.060933566 51.4782 0.574546 39.0604 2.12121 NA NA NA NA 436.099
e 91.4894760038 52.4308 0.962846 40.499 1.07486 NA NA NA NA 376.182
g 121.493481216 57.4018 1.23499 47.7469 0.115451 NA NA NA NA 350.618
e 88.4865794894 47.9064 2.17776 40.5589 2.35776 NA NA NA NA 417.512
m 91.306536692 52.3199 1.33021 41.2866 1.61609 NA NA NA NA 827.271
m 88.4298337376 27.972 0.698698 25.1923 1.49694 NA NA NA NA 276.389
g 149.04924103 79.6422 0.190998 70.7057 0.0421072 NA NA NA NA 343.107
