tag mll pt1 eta1 pt2 eta2 pt3 eta3 pt4 eta4 met
e 3.2324327831 25.2329 1.17638 13.4679 1.33721 NA NA NA NA 481.042
e 88.4800959016 58.3084 0.744167 33.5321 0.811429 NA NA NA NA 210.017
g 134.012701355 66.7362 0.199592 53.8444 0.766272 NA NA NA NA 451.645
m 863.656464057 439.651 0.213302 385.539 0.41207 NA NA NA NA 502.838
e 86.9936327199 41.1685 2.06274 45.1909 2.32289 NA NA NA NA 306.807
g 103.108994854 60.2384 1.2474 41.5986 0.705754 NA NA NA NA 478.54
g 116.808743875 61.4726 1.08545 41.3812 0.0342815 NA NA NA NA 579.065
g 140.835010213 66.4097 0.510783 65.0272 1.26299 NA NA NA NA 452.491
g 144.292521396 88.7661 1.69308 57.7685 1.94158 NA NA NA NA 589.393
g 111.556295119 92.9068 0.748718 31.5338 0.246439 NA NA NA NA 660.865
e 84.3807070319 47.787 1.28208 37.2261 1.06557 NA NA NA NA 276.329
e 10.4626818921 34.0971 0.319483 11.1178 0.0687597 NA NA NA NA 424.02
g 106.434842101 98.3513 1.16754 36.5677 0.240781 NA NA NA NA 896.84
m 87.9738835515 34.3124 0.970998 27.0991 0.849342 NA NA NA NA 599.814
e 86.1194402214 61.7638 0.390152 58.3326 0.429144 NA NA NA NA 422.686
e 86.6623316946 47.9405 0.717819 34.2722 1.49978 NA NA NA NA 508.804
m 87.5462747742 49.1299 1.5645 38.9731 1.62971 NA NA NA NA 763.795
e 83.3537368055 40.8557 2.00282 31.7378 0.85824 NA NA NA NA 404.383
g 131.110601894 65.7315 1.78269 66.6241 1.66328 NA NA NA NA 641.3
e 84.941898711 46.2744 0.95251 31.7349 1.89698 NA NA NA NA 633.427
g 137.061857426 67.3743 0.947056 55.9316 1.9801 NA NA NA NA 429.825
g 130.338926588 59.2811 1.86107 59.0984 0.968396 NA NA NA NA 1059.5
e 90.5291435107 53.7403 0.549183 32.9485 1.3245 NA NA NA NA 213.335
e 92.8345769459 44.9619 1.22651 38.1537 2.20018 NA NA NA NA 598.271
e 86.8930716162 46.3871 1.70992 36.8418 1.07191 NA NA NA NA 256.887
g 134.466715907 92.0296 1.94327 52.4763 2.15088 NA NA NA NA 596.507
m 91.167644002 39.9475 0.557763 22.7505 2.54651 NA NA NA NA 501.59
e 1012.14237233 341.345 0.876041 332.058 1.05521 NA NA NA NA 834.937
m 71.6098546196 45.8561 1.93199 26.5371 2.41493 NA NA NA NA 591.006
e 9.13719307887 34.5123 0.542928 17.3042 0.328533 NA NA NA NA 512.945
e 98.4429560955 74.2156 0.609862 69.0 0.469165 NA NA NA NA 651.351
m 88.5135059053 57.7079 1.42515 31.2868 0.34598 NA NA NA NA 599.974
g 145.196985534 71.1323 0.770307 74.7687 1.26071 NA NA NA NA 996.205
e 90.3811794921 56.1055 2.07221 35.6689 1.77713 NA NA NA NA 339.65
g 104.615196105 46.8277 0.450154 44.9204 0.598035 NA NA NA NA 333.953
m 87.9008488301 40.6505 0.464712 32.8687 1.73341 NA NA NA NA 454.922
e 93.6840555271 51.4761 0.0671211 44.0209 0.334791 NA NA NA NA 231.038
e 1011.24327026 484.214 0.85633 466.795 1.56594 NA NA NA NA 1233.62
g 149.614612017 99.5101 0.0473789 64.6752 0.245156 NA NA NA NA 499.897
m 93.5589741599 34.0866 0.110823 34.0407 1.79229 NA NA NA NA 612.566
m 93.6264572499 43.0679 2.21966 30.9023 0.747508 NA NA NA NA 322.575
g 114.076216676 56.6869 1.11024 48.7368 1.96705 NA NA NA NA 616.606
g 119.836343479 47.701 0.361443 48.5214 1.01791 NA NA NA NA 386.388
g 159.130858763 84.9077 1.21747 61.152 0.307535 NA NA NA NA 300.957
m 90.0665348667 41.348 1.94408 28.8448 0.411683 NA NA NA NA 832.505
g 147.333055293 44.8112 0.241348 41.4624 2.02715 NA NA NA NA 846.168
g 127.69901794 51.0531 0.773979 38.5671 1.05182 NA NA NA NA 339.091
e 82.2214022849 74.0527 0.395363 54.2397 0.428703 NA NA NA NA 492.532
m 89.1340950214 56.6421 0.912589 20.096 0.877816 NA NA NA NA 699.554
g 108.258953461 53.5585 0.35123 50.9126 0.22896 NA NA NA NA 476.658
g 128.292425557 48.0914 0.00802903 43.2848 1.74054 NA NA NA NA 447.154
e 9.82198096915 34.037 0.512365 10.577 0.172152 NA NA NA NA 217.467
m 87.8880591479 39.5678 0.181163 36.9395 0.907147 NA NA NA NA 563.614
e 70.6916302226 35.0352 0.523022 31.9722 0.3825 NA NA NA NA 217.596
g 103.409184535 47.9777 1.82799 36.0773 0.250497 NA NA NA NA 635.189
e 10.9465376719 26.0237 2.29756 19.5763 2.24944 NA NA NA NA 471.254
e 89.9791884566 44.3745 0.68328 36.513 1.6473 NA NA NA NA 358.008
m 91.72268866 53.3375 1.25173 39.7709 1.20859 NA NA NA NA 399.751
m 90.1804405793 30.744 1.96079 30.1303 0.0686569 NA NA NA NA 518.889
g 119.288815306 57.9261 0.519886 55.9445 0.0981867 NA NA NA NA 249.621
m 97.2727204646 50.3455 0.352626 33.1297 0.898871 NA NA NA NA 839.51
m 90.5595372534 52.2355 0.00523443 52.0948 0.0876863 NA NA NA NA 614.225
m 91.0480131793 45.7218 2.43088 43.3925 1.86413 NA NA NA NA 401.67
m 71.4085228962 47.4264 0.627898 31.7859 0.530496 NA NA NA NA 655.091
m 93.4770412775 29.9723 0.645866 26.7509 1.53214 NA NA NA NA 502.33
e 87.2268510233 132.268 0.62234 14.4356 1.74765 NA NA NA NA 634.11
m 88.1732973311 54.2962 0.525893 31.4156 0.210029 NA NA NA NA 335.465
m 91.0138340446 43.6285 2.31002 42.1744 1.56407 NA NA NA NA 377.197
g 118.012386476 42.8287 1.28973 38.3552 0.581247 NA NA NA NA 362.799
e 89.4500861505 54.1298 1.6664 36.1065 1.9717 NA NA NA NA 337.639
m 89.6287205532 56.0617 2.01916 34.8828 2.37763 NA NA NA NA 594.332
e 93.6179071234 53.31 1.75188 37.9032 1.11143 NA NA NA NA 431.661
g 105.17464999 73.5606 0.723314 36.2456 0.259889 NA NA NA NA 447.731
e 89.6213258395 44.241 1.98056 44.6395 1.71242 NA NA NA NA 687.291
m 3.22338282303 52.2072 0.946959 30.9047 0.899464 NA NA NA NA 624.518
g 147.153994209 75.9262 0.374488 68.7097 0.602175 NA NA NA NA 586.135
m 86.3283754548 32.8519 1.1376 31.8847 0.454402 NA NA NA NA 529.019
e 144.024411975 49.7962 1.12838 30.9237 1.30394 NA NA NA NA 491.292
g 144.029023758 49.7993 1.12893 31.1608 1.29406 NA NA NA NA 491.292
m 92.3503977603 45.8979 2.26125 42.3657 1.64922 NA NA NA NA 796.711
m 85.3139698961 39.536 0.308383 36.8133 1.11927 NA NA NA NA 664.323
e 88.3649127198 93.8207 0.729228 20.3367 0.078724 NA NA NA NA 483.826
g 133.045360829 100.395 0.221524 42.3758 0.418931 NA NA NA NA 510.2
g 104.166704166 72.9168 1.70265 37.676 1.92468 NA NA NA NA 423.429
g 101.905331278 50.9691 1.24315 39.5624 0.177326 NA NA NA NA 344.103
g 111.446213039 58.0475 1.55233 45.9573 0.717463 NA NA NA NA 699.801
e 88.9367838572 44.5164 0.625531 37.8466 0.308881 NA NA NA NA 618.299
m 93.2076326905 29.7075 0.684453 21.8753 1.74655 NA NA NA NA 564.281
e 79.8806615256 35.8496 0.172472 27.2642 1.63102 NA NA NA NA 646.627
m 75.5045385424 40.149 0.466743 22.1861 0.986109 NA NA NA NA 803.645
e 87.2596017086 69.35 0.160056 42.2256 0.678479 NA NA NA NA 466.947
m 9.40921152133 27.3642 1.67002 24.3482 1.40159 NA NA NA NA 711.503
g 125.287110822 62.8778 0.411216 51.8625 0.483907 NA NA NA NA 458.334
m 10.9610059686 36.7198 0.800378 21.4886 1.14257 NA NA NA NA 845.497
m 88.7818354407 45.9661 1.47849 41.5897 1.83748 NA NA NA NA 906.477
g 142.235486054 60.4791 1.56879 59.7356 0.37061 NA NA NA NA 807.332
e 86.8391481359 28.4691 0.626291 23.0611 1.6125 NA NA NA NA 431.816
g 142.910022468 62.818 0.355149 67.2831 1.26639 NA NA NA NA 853.272
m 90.5324279561 52.0259 0.339089 25.4639 1.74308 NA NA NA NA 510.78
e 86.2193616714 48.6883 2.3549 20.2266 0.250088 NA NA NA NA 561.524
e 77.5001331177 45.8612 0.299739 27.6522 1.25745 NA NA NA NA 256.164
m 86.9526318848 60.1518 1.83004 36.9258 1.88772 NA NA NA NA 663.056
g 107.671836743 54.5756 1.76658 50.0017 1.27319 NA NA NA NA 539.358
g 143.846247498 56.0653 1.16439 54.7459 0.344254 NA NA NA NA 657.665
e 3.20217623895 24.5248 0.888244 11.2295 0.91825 NA NA NA NA 285.879
e 93.4473391999 95.1108 2.22091 30.8065 2.10237 NA NA NA NA 459.333
e 2.39447960432 32.2217 0.973378 11.4348 0.969999 NA NA NA NA 627.273
m 93.4519767685 49.7532 0.262479 44.218 0.165941 NA NA NA NA 493.784
g 112.061766412 72.7518 1.2976 36.1963 0.4467 NA NA NA NA 1110.92
e 104.536752913 43.2511 2.23863 38.8595 0.782406 NA NA NA NA 680.219
g 106.067920986 43.8621 2.20997 39.6782 0.754408 NA NA NA NA 680.219
g 123.148737862 69.27 1.07945 50.6437 0.099124 NA NA NA NA 1108.22
e 89.894486178 79.0995 0.703231 26.1367 0.0230922 NA NA NA NA 531.463
e 89.638482611 69.5611 0.779856 42.7716 0.112588 NA NA NA NA 602.739
m 87.6729367895 50.4224 0.11099 31.0473 1.03936 NA NA NA NA 711.196
e 1013.32586048 330.044 1.18538 300.35 0.923385 NA NA NA NA 1011.15
g 152.010931422 98.1706 1.06607 58.4594 1.30901 NA NA NA NA 1089.7
g 118.643152025 50.6957 0.828562 38.3216 2.45823 NA NA NA NA 520.048
e 146.65558501 111.891 0.606488 56.4155 0.312506 NA NA NA NA 959.648
g 148.94835606 111.574 0.607194 56.5489 0.313382 NA NA NA NA 959.648
m 90.1846104645 43.5058 1.49136 43.3298 0.937602 NA NA NA NA 544.469
e 86.4170605077 44.3272 0.68427 41.3072 0.975318 NA NA NA NA 205.575
g 142.387608193 58.555 0.0582163 42.0188 2.06258 NA NA NA NA 836.353
g 114.372404681 83.7786 0.713515 38.5137 0.0398538 NA NA NA NA 593.297
g 115.575246288 63.7475 2.18449 38.0831 0.2901 NA NA NA NA 720.356
e 89.8128766472 54.4865 1.17915 37.0041 0.752891 NA NA NA NA 364.522
e 90.2995641546 52.9529 0.120035 46.483 0.911545 NA NA NA NA 480.739
g 107.342826575 47.3069 2.37279 43.382 1.16567 NA NA NA NA 587.034
e 82.0153284717 38.3063 2.18738 35.6103 1.25436 NA NA NA NA 324.345
m 91.7569128611 46.0521 0.788439 32.6905 1.98432 NA NA NA NA 386.693
e 90.9075580338 59.6048 1.09673 27.8441 2.08927 NA NA NA NA 557.008
e 90.5887567815 52.671 1.00404 38.2643 0.727015 NA NA NA NA 333.507
g 102.061431953 70.3103 0.272314 37.1056 0.219665 NA NA NA NA 895.223
g 105.977122392 78.3132 0.104131 34.946 0.71702 NA NA NA NA 565.847
e 10.1328399581 27.6189 0.69347 15.6323 0.923485 NA NA NA NA 482.589
g 156.664723422 81.0378 1.19047 73.5229 0.845951 NA NA NA NA 315.169
e 1006.29309991 366.232 1.10382 289.97 0.9053 NA NA NA NA 1053.37
g 132.942236569 72.6229 0.378732 37.1997 1.84483 NA NA NA NA 350.783
e 8.5629391266 25.2005 1.6244 15.875 1.98511 NA NA NA NA 541.253
m 10.9563113206 34.6584 0.747809 21.5152 0.572827 NA NA NA NA 208.786
g 113.488575329 94.6528 0.23928 74.5155 0.39808 NA NA NA NA 863.123
g 146.128197924 130.992 2.30367 41.07 0.786596 NA NA NA NA 858.143
m 91.2420559093 46.0083 0.498728 43.352 0.921155 NA NA NA NA 358.893
m 8.82116175004 38.4859 1.74427 34.7732 1.50448 NA NA NA NA 809.477
g 129.782931566 78.7158 0.113946 33.8065 1.29359 NA NA NA NA 972.666
m 89.1123773744 27.9021 1.5179 24.5084 0.736276 NA NA NA NA 634.578
m 99.4734152101 41.529 0.101407 38.284 1.29686 NA NA NA NA 310.817
g 151.068131262 75.5516 0.240662 75.0787 0.431703 NA NA NA NA 499.732
e 91.6906649385 52.5257 0.0823923 36.7501 0.703887 NA NA NA NA 322.537
g 144.878824691 57.8485 0.253014 39.2454 1.74095 NA NA NA NA 736.897
e 90.7252349084 41.0112 0.233062 39.3909 1.26945 NA NA NA NA 265.274
g 111.192838171 78.7647 0.729097 34.3637 0.0271997 NA NA NA NA 766.59
m 3.12498370187 40.2177 0.25165 22.003 0.340748 NA NA NA NA 630.743
g 105.53878165 47.2017 0.125099 46.989 0.847089 NA NA NA NA 291.226
g 127.530757431 73.8112 0.329609 54.9136 0.00588473 NA NA NA NA 488.77
e 86.6036610433 39.7699 0.336514 39.4172 0.534494 NA NA NA NA 207.949
g 148.869398961 60.0328 1.87001 31.05 0.442792 NA NA NA NA 590.117
e 78.8195378174 54.2395 0.55524 28.6647 0.48774 NA NA NA NA 408.79
e 78.7212594317 26.4582 1.56166 21.4853 0.670812 NA NA NA NA 250.679
g 116.024390301 39.4597 1.58752 35.7556 0.807372 NA NA NA NA 754.026
m 97.2474263502 49.1017 0.0796983 46.8552 0.260798 NA NA NA NA 429.131
e 93.6017332258 47.5348 0.397947 32.7615 1.61616 NA NA NA NA 817.832
e 86.0382823013 44.2063 1.31546 43.9834 0.974473 NA NA NA NA 566.324
e 91.6470968779 44.5912 0.30443 43.5194 0.904967 NA NA NA NA 316.081
e 3.65849325341 20.3121 1.03814 12.7559 1.26261 NA NA NA NA 213.028
e 90.4004007309 35.5481 0.421081 34.2127 2.00767 NA NA NA NA 245.664
e 982.560613159 508.331 0.197326 475.171 0.350803 NA NA NA NA 1175.19
g 155.998109414 79.6849 0.935983 73.1537 1.83587 NA NA NA NA 437.063
e 87.5264842237 53.305 0.553128 35.8259 0.89122 NA NA NA NA 496.808
m 66.2140406749 34.6253 0.174481 30.2416 0.603617 NA NA NA NA 705.284
e 91.1190004865 46.8182 1.07305 44.3124 1.19882 NA NA NA NA 452.087
g 110.464927514 50.9072 0.106095 47.1906 0.891064 NA NA NA NA 372.215
g 139.305900844 101.962 1.5956 33.1471 0.356522 NA NA NA NA 938.782
e 10.5174705178 30.8774 0.569128 22.9695 0.493259 NA NA NA NA 507.731
e 67.6088485971 41.6998 0.968394 23.8367 0.212647 NA NA NA NA 366.719
m 1019.80393529 208.996 1.47457 173.928 1.80543 NA NA NA NA 395.492
e 3.17866029606 26.5348 0.502717 9.59513 0.304257 NA NA NA NA 452.05
e 82.3387523408 36.0949 0.479685 16.0082 1.78614 NA NA NA NA 331.446
m 88.7099812117 44.6995 0.905404 38.9818 1.61726 NA NA NA NA 725.118
m 91.8309575173 45.9043 1.144 30.2053 2.49698 NA NA NA NA 627.805
m 89.5879617727 23.7396 1.92584 22.9733 0.614893 NA NA NA NA 331.487
m 10.3016498847 29.2929 1.29583 28.6898 0.95203 NA NA NA NA 349.844
e 93.1597188928 44.7353 2.2166 45.9524 1.71004 NA NA NA NA 286.276
g 146.654158231 56.265 0.829677 36.9328 1.29549 NA NA NA NA 594.308
g 132.148804694 55.4785 2.08754 53.2201 0.793139 NA NA NA NA 527.319
m 8.88160478609 23.1361 1.71692 22.1013 1.34423 NA NA NA NA 705.808
m 93.537359582 41.6713 2.38024 40.3661 1.32989 NA NA NA NA 497.228
g 105.566872895 39.9526 2.15989 39.0869 0.562982 NA NA NA NA 462.914
m 97.2218161361 58.1235 2.18931 43.1164 2.13458 NA NA NA NA 615.953
m 90.0064068869 46.6395 0.664847 42.6012 0.942586 NA NA NA NA 406.739
m 90.9616468936 54.6228 0.369955 32.7049 0.611255 NA NA NA NA 820.582
e 82.4461422289 36.1324 0.420381 34.296 1.57708 NA NA NA NA 262.933
e 85.1880784563 41.5282 0.848913 34.0987 0.172618 NA NA NA NA 228.426
g 119.309848986 83.2552 0.307485 32.9461 0.854752 NA NA NA NA 437.479
e 89.6582842332 67.7007 0.951659 29.6595 0.458789 NA NA NA NA 389.485
g 117.579311261 70.2832 0.754933 45.9765 1.29138 NA NA NA NA 389.659
m 90.3279534449 43.0728 0.249423 29.8473 1.66617 NA NA NA NA 675.379
e 89.568951286 58.3008 1.7267 17.3696 0.0573205 NA NA NA NA 307.157
g 137.831317328 65.0706 2.1543 40.1218 0.450801 NA NA NA NA 554.934
m 888.884563888 455.536 0.261189 428.332 0.0870838 NA NA NA NA 584.84
m 92.2103279635 53.8088 2.34318 28.0506 0.859877 NA NA NA NA 509.011
m 69.2858142634 35.9028 1.49228 25.001 0.279041 NA NA NA NA 1110.64
g 138.859456856 92.9981 2.10143 76.6146 1.74579 NA NA NA NA 678.082
e 89.7964712538 82.7476 0.224662 27.7625 0.178584 NA NA NA NA 321.845
e 93.8640351982 43.961 1.70962 36.9407 0.526007 NA NA NA NA 244.996
g 126.99558964 101.178 0.00920078 48.0619 0.792454 NA NA NA NA 400.302
g 134.876652506 41.8845 0.334962 35.5033 1.99567 NA NA NA NA 420.412
e 90.3216178344 33.1762 0.346061 31.2287 2.13529 NA NA NA NA 220.025
g 109.900440903 52.4165 1.36702 45.2527 0.361316 NA NA NA NA 575.395
e 87.2629115849 32.386 2.39583 27.0688 0.518841 NA NA NA NA 604.229
m 86.9511245954 45.3585 2.08925 37.6836 1.38257 NA NA NA NA 462.551
g 112.650701585 56.3476 1.73941 52.789 1.1926 NA NA NA NA 529.017
g 102.390978597 49.5463 2.22405 46.2993 0.902966 NA NA NA NA 693.806
m 93.4147897558 44.8327 1.73067 42.7313 2.46045 NA NA NA NA 224.89
m 76.7360476756 51.7959 1.90533 25.4052 0.923866 NA NA NA NA 676.796
m 88.4982551907 38.728 0.478638 29.6059 2.02398 NA NA NA NA 333.579
e 71.1551818018 35.099 0.3701 16.5899 1.54907 NA NA NA NA 290.116
g 147.43434922 61.235 0.498088 52.6354 2.01261 NA NA NA NA 759.137
e 3.20795428835 25.3355 0.571528 10.9173 0.386875 NA NA NA NA 650.78
e 82.3345963972 46.4609 0.411134 36.0972 0.109863 NA NA NA NA 526.674
g 114.217660182 51.3687 0.698854 35.5927 2.2947 NA NA NA NA 313.353
m 89.9695508607 44.9455 0.0770319 44.3887 0.322252 NA NA NA NA 682.142
e 88.9232264285 43.9374 0.108047 44.8131 0.246909 NA NA NA NA 429.219
m 92.207491589 64.7903 1.79154 30.0553 0.744891 NA NA NA NA 449.402
m 90.8520860156 58.7337 1.09999 28.0082 2.12301 NA NA NA NA 681.269
g 101.289457192 62.0458 0.213367 49.1408 0.750252 NA NA NA NA 835.432
g 151.828682304 63.1467 0.114572 40.5598 2.10817 NA NA NA NA 1254.75
g 100.773780529 46.938 0.811426 30.3368 0.820761 NA NA NA NA 425.54
m 74.1397488877 33.1097 0.465215 21.101 2.20493 NA NA NA NA 468.258
m 88.7732242572 44.826 1.5268 43.3917 1.29496 NA NA NA NA 466.525
e 997.852195 474.287 0.750489 475.917 1.38151 NA NA NA NA 1076.73
e 3.33757866828 31.0295 1.08389 13.779 1.02817 NA NA NA NA 487.359
m 89.2698176509 36.103 0.535468 35.4685 0.84546 NA NA NA NA 841.658
m 82.7439623405 38.74 0.322472 21.3988 1.52829 NA NA NA NA 892.217
e 85.73617352 55.0194 0.146696 32.5545 0.54937 NA NA NA NA 335.666
m 90.3500083098 53.1251 0.789396 49.3465 1.44644 NA NA NA NA 536.597
g 128.35109455 50.3931 0.583104 40.6329 1.29414 NA NA NA NA 513.193
m 3.15601311994 22.6005 0.657919 21.6974 0.781908 NA NA NA NA 579.185
m 91.871199813 61.2608 2.04091 34.9165 2.0139 NA NA NA NA 663.74
e 81.0045099634 98.8403 1.52062 18.2047 2.38598 NA NA NA NA 407.572
e 10.4412582797 23.3256 0.248066 14.2584 0.274818 NA NA NA NA 457.406
e 91.636379475 57.8868 0.217199 33.419 0.902685 NA NA NA NA 463.158
g 119.757017792 62.0484 0.626673 52.9083 1.25357 NA NA NA NA 433.539
m 99.5679900636 48.9181 1.59113 27.4635 0.18464 NA NA NA NA 753.036
g 143.218451867 67.0249 1.63805 31.7411 0.450913 NA NA NA NA 576.885
e 10.3298599829 21.2812 0.491395 10.7193 0.302685 NA NA NA NA 378.661
m 92.0261176869 43.4244 2.39136 41.338 1.52917 NA NA NA NA 914.097
e 87.3637509761 29.3284 2.11808 22.4256 0.135119 NA NA NA NA 215.286
m 92.1041751498 48.1151 2.21887 35.1553 1.23532 NA NA NA NA 701.275
m 88.4568084045 49.4145 0.510674 29.7439 1.03701 NA NA NA NA 612.201
m 75.3496956213 34.9527 0.602667 30.5252 1.7614 NA NA NA NA 839.937
m 88.4645924437 93.4773 1.07454 35.8521 0.730865 NA NA NA NA 681.461
m 89.4101030721 47.8462 1.99183 42.5105 2.26447 NA NA NA NA 309.48
m 919.471710633 305.043 0.877644 279.706 1.17482 NA NA NA NA 228.852
m 1046.0998961 538.785 0.641253 505.02 0.486634 NA NA NA NA 749.175
m 100.685841071 64.2153 1.56047 40.0322 1.41622 NA NA NA NA 455.576
g 134.418436453 65.6887 0.0675969 54.1148 1.06643 NA NA NA NA 725.615
e 981.831844918 226.655 1.80482 174.671 1.30128 NA NA NA NA 670.767
e 91.188261816 50.392 0.453272 41.9843 0.515333 NA NA NA NA 340.732
e 83.6129324194 51.5357 1.00595 31.9765 0.517548 NA NA NA NA 192.941
e 3.19219321153 24.7761 0.265196 10.5737 0.426337 NA NA NA NA 714.12
m 92.7518608621 32.0152 1.9071 24.8903 0.274983 NA NA NA NA 421.894
e 9.68057832717 35.0683 0.912224 12.8126 1.1147 NA NA NA NA 313.799
e 115.401667706 41.059 2.31332 31.0713 0.186545 NA NA NA NA 445.628
g 115.995766279 40.8705 2.31171 31.1073 0.164985 NA NA NA NA 445.628
m 94.8535431424 39.1631 0.0962073 36.9659 1.28088 NA NA NA NA 585.994
m 9.12924572656 62.7032 1.71536 24.8253 1.51056 NA NA NA NA 524.872
g 123.808526399 52.7554 0.624071 43.509 0.893927 NA NA NA NA 657.176
g 145.637508827 123.518 1.76104 42.3859 2.14663 NA NA NA NA 559.678
g 117.314516449 72.8153 0.147411 39.8706 0.782535 NA NA NA NA 1020.26
e 88.3682267625 48.9208 0.735085 23.9755 2.28739 NA NA NA NA 335.371
g 100.498190742 69.3237 0.163357 37.58 0.968494 NA NA NA NA 908.951
m 930.463638436 562.984 0.462372 397.47 0.319772 NA NA NA NA 1023.94
m 104.194094457 32.1023 1.829 21.3933 0.796913 NA NA NA NA 371.259
g 131.618136908 57.8048 0.648076 47.2854 0.761995 NA NA NA NA 362.912
e 993.126267375 437.894 0.0624778 389.918 1.18946 NA NA NA NA 1013.69
e 96.4299494422 32.2365 1.22869 30.426 0.768128 NA NA NA NA 373.687
g 158.872565076 64.3195 1.88794 61.3471 0.463346 NA NA NA NA 719.684
m 1015.50228344 517.996 1.02948 489.116 0.763768 NA NA NA NA 861.213
m 91.1302885721 55.1568 1.10508 32.072 0.262442 NA NA NA NA 795.804
e 88.6947340018 20.2837 0.6579 23.065 2.03315 NA NA NA NA 222.908
g 133.38783244 72.2727 0.836625 55.5951 0.141353 NA NA NA NA 338.439
m 86.7727442089 48.1829 0.852731 35.1858 1.50672 NA NA NA NA 460.48
m 90.984245603 43.6935 1.18582 35.1199 2.32535 NA NA NA NA 496.631
g 116.128476632 69.2862 0.0854803 70.9168 1.03093 NA NA NA NA 627.588
m 80.3689628548 52.777 1.32697 30.5837 1.27384 NA NA NA NA 433.55
g 101.935667391 45.9231 0.283693 35.7209 1.15042 NA NA NA NA 633.441
g 142.588436671 69.9489 0.722065 54.1605 1.92447 NA NA NA NA 416.837
g 114.806344732 59.5925 0.0213455 51.2138 0.57353 NA NA NA NA 584.99
m 3.17334896296 29.4157 2.13529 23.1152 2.02674 NA NA NA NA 284.683
e 97.793720348 37.4939 1.97046 28.3133 0.0201508 NA NA NA NA 291.272
g 118.202918242 41.0792 1.01404 39.0907 1.03369 NA NA NA NA 377.567
m 92.7934389913 46.128 0.323471 44.2924 0.803996 NA NA NA NA 557.457
e 9.85625353655 60.0401 1.88713 27.3257 1.77452 NA NA NA NA 573.782
g 10.0840880333 59.4534 1.88889 27.3993 1.76439 NA NA NA NA 573.782
g 102.96881989 49.1492 0.104479 45.0931 0.767899 NA NA NA NA 483.853
g 112.880657939 44.13 0.272499 40.8904 1.35643 NA NA NA NA 304.635
g 100.44434743 46.3106 0.02818 43.903 1.12541 NA NA NA NA 394.845
e 10.2045328146 26.1217 1.12522 10.4402 0.958816 NA NA NA NA 505.471
g 131.038585513 57.3771 2.14715 43.2725 0.546866 NA NA NA NA 491.433
m 3.15535561037 31.3298 0.419287 21.6604 0.298797 NA NA NA NA 919.73
e 89.0815622389 43.0882 0.214106 40.2355 0.960299 NA NA NA NA 190.911
e 89.5402955596 46.8658 1.37646 41.1543 0.982661 NA NA NA NA 465.717
e 90.8952257121 36.308 0.0219761 29.2095 1.70489 NA NA NA NA 314.056
g 117.638391065 59.5087 1.3174 48.3896 0.440823 NA NA NA NA 490.986
e 87.4084073625 47.6728 0.313296 36.6492 0.963125 NA NA NA NA 295.095
g 129.023841279 41.9361 0.0644045 37.9078 2.18826 NA NA NA NA 647.709
g 111.259581054 51.4192 1.81156 38.4486 0.128483 NA NA NA NA 556.24
e 99.1047108988 64.7106 0.874185 22.1351 0.675871 NA NA NA NA 605.009
e 3.03518320006 31.6219 0.240588 10.2372 0.0890253 NA NA NA NA 487.198
m 86.947036428 61.4601 1.19916 26.6021 0.422692 NA NA NA NA 442.294
m 82.4699030142 95.0295 0.473325 31.4212 0.0917688 NA NA NA NA 627.121
e 88.9054376645 47.2016 0.898142 41.9453 0.817879 NA NA NA NA 324.16
m 87.6827173102 43.8863 0.823851 28.134 2.2416 NA NA NA NA 412.327
g 116.787730704 83.5722 0.484732 47.3656 0.684681 NA NA NA NA 623.767
m 87.3906121795 46.28 1.90706 39.4801 1.48609 NA NA NA NA 331.586
m 92.6655954218 45.5132 0.311986 33.4607 1.51785 NA NA NA NA 512.683
e 91.8451898871 44.9267 0.0584017 44.2249 0.567089 NA NA NA NA 306.752
e 98.5341856 55.3504 0.310767 35.1738 0.662071 NA NA NA NA 291.406
m 93.5630852379 41.1135 0.173049 30.4533 1.73858 NA NA NA NA 711.938
m 94.5552699093 20.4879 1.4495 20.281 1.52017 NA NA NA NA 735.896
m 96.2148590721 53.335 1.0828 45.4398 1.06706 NA NA NA NA 422.305
m 892.184265818 366.393 0.832866 346.296 0.559705 NA NA NA NA 408.402
g 124.934066594 186.931 0.92421 36.3965 0.787695 NA NA NA NA 638.371
e 75.3748793268 38.1836 0.209363 35.8802 0.603343 NA NA NA NA 308.82
e 89.54973871 169.862 0.138199 11.9152 0.206867 NA NA NA NA 696.191
e 91.4918206803 46.7482 0.891073 34.0697 1.9918 NA NA NA NA 239.252
g 145.587730069 57.6765 1.72348 34.7132 0.413087 NA NA NA NA 452.11
m 100.501296628 48.8797 0.309594 41.4815 0.644501 NA NA NA NA 662.905
e 92.6375901824 47.5443 0.467986 43.4319 0.879233 NA NA NA NA 477.531
e 131.389507594 42.5631 0.0789887 42.9286 2.12133 NA NA NA NA 796.432
g 128.948958772 42.0819 0.110358 42.8864 2.12271 NA NA NA NA 796.432
e 943.336642384 372.309 0.555119 338.947 1.0397 NA NA NA NA 930.524
m 89.449203622 38.4294 0.258019 29.7297 1.4597 NA NA NA NA 413.862
g 104.534291153 47.1589 0.532601 43.6492 0.60354 NA NA NA NA 500.061
m 87.2108402332 46.4846 0.382253 37.312 0.229629 NA NA NA NA 808.702
e 90.0522694327 79.3123 2.08238 31.4836 1.72595 NA NA NA NA 460.913
